Application_ID,Full Name,Age,Location,Date,Loan Type,Marital Status,Collateral Type,Collateral Value,Employee_Status,Income,Loan Term,Loan Amount,Monthly Payment,Debt,Dti,LVR,Guarantor,Customer Status,Customer Relation,Interest Rate,Loan Reason,Credit History,Loan Status,Loan Binary Status,Guarantor Binary
KH00611,CHAN Sophea,53,Siem Reap,2024-06-22,SME Loan,Single,House,228000,Part-time,100,48,3000,73.80335529118949,50,50.0,1.32,Yes,Existing Customer,KHQR,8.2,Expand Farm,4,Approved,1,1
KH00614,THY Chealong,32,Phnom Penh,2025-08-08,SME Loan,Single,Land,3944500,Full-time,1530,60,58000,1181.59029057504,500,32.68,1.47,No,Existing Customer,Card,6.6,Buy land,3,Approved,1,0
KH00615,BUT Nary,38,Phnom Penh,2024-09-05,SME Loan,Divorce,House,245000,Part-time,820,96,21500,327.3832747509112,0,0.0,8.78,No,New Customer,,8.5,Loan Consolidation,4,Approved,1,0
KH00618,RITH Sreynit,43,Phnom Penh,2025-03-28,SME Loan,Married,Car,31500,Full-time,750,96,13500,199.18122335792097,300,40.0,42.86,Yes,Existing Customer,KHQR,7.6,Expand Farm,4,Approved,1,1
KH00623,CHEAN Darlin,51,Battambang,2024-06-23,SME Loan,Single,Car,64000,Full-time,780,72,26500,478.9930134354337,0,0.0,41.41,No,Existing Customer,Card,7.3,Expand Farm,4,Approved,1,0
KH00626,RITH Chea,44,Phnom Penh,2024-12-11,SME Loan,Married,Land,4059000,Part-time,690,72,13500,251.4625139969021,350,50.72,0.33,No,New Customer,,8.7,Buy land,5,Approved,1,0
KH00627,RIM Darlin,42,Phnom Penh,2024-06-28,SME Loan,Single,House,115500,Self-employed,440,60,17000,347.96227001097435,250,56.82,14.72,Yes,Existing Customer,Deposit,6.7,Loan Consolidation,3,Rejected,0,1
KH00629,CHAI Nita,24,Phnom Penh,2024-11-01,SME Loan,Married,Car,33000,Part-time,370,36,11000,347.24291165913144,250,67.57,33.33,Yes,Existing Customer,Loan,7.0,Refinance,3,Rejected,0,1
KH00631,RY Pheakdey,51,Kampong Cham,2024-07-30,SME Loan,Married,Land,151000,Full-time,210,48,3000,74.65512712180212,0,0.0,1.99,Yes,New Customer,,9.2,Buy land,4,Approved,1,1
KH00632,SREY Sokhea,62,Kampot,2025-10-08,SME Loan,Married,House,208500,Part-time,230,72,8000,146.19752650628874,150,65.22,3.84,Yes,Existing Customer,Card,8.0,Refinance,5,Approved,1,1
KH00633,MAO Pheakdey,58,Kampot,2024-06-28,SME Loan,Single,Car,25000,Self-employed,450,72,17000,307.2785369208442,200,44.44,68.0,Yes,Existing Customer,Card,8.4,Expand Farm,3,Rejected,0,1
KH00636,SOPHEAP Thyda,28,Kampot,2024-03-04,SME Loan,Single,Land,130500,Part-time,580,36,15000,472.81831686282527,250,43.1,11.49,No,Existing Customer,Deposit,6.8,Expanding Business,3,Rejected,0,0
KH00638,LUN Phan,24,Kampong Cham,2025-04-22,SME Loan,Married,House,36000,Full-time,160,36,4000,125.89978306863696,100,62.5,11.11,No,Existing Customer,Card,8.7,Expanding Business,4,Approved,1,0
KH00640,SOK Leng,42,Phnom Penh,2024-09-08,SME Loan,Married,House,228000,Part-time,570,96,28500,430.9571113711879,0,0.0,12.5,No,New Customer,,8.6,Expanding Business,4,Approved,1,0
KH00642,PRAK Virakvong,51,Prey Veng,2024-01-15,SME Loan,Married,Land,126000,Full-time,320,96,15000,225.23831812498267,250,78.12,11.9,Yes,Existing Customer,Card,8.1,Buy land,5,Approved,1,1
KH00644,SENG Chealong,29,Phnom Penh,2024-05-29,SME Loan,Married,House,143000,Full-time,760,84,28000,456.19886767394814,350,46.05,19.58,Yes,Existing Customer,Loan,8.0,Buy land,5,Approved,1,1
KH00647,CHAN Heng,43,Battambang,2024-03-17,SME Loan,Married,Car,69500,Full-time,260,108,14500,197.141537499065,100,38.46,20.86,Yes,Existing Customer,Deposit,7.5,Expand Farm,4,Approved,1,1
KH00648,RITH Virakvong,58,Phnom Penh,2024-05-28,SME Loan,Married,House,173500,Full-time,470,84,9500,159.6816333197732,200,42.55,5.48,Yes,New Customer,,8.6,Refinance,3,Approved,1,1
KH00652,MEAS Chea,44,Kandal,2024-02-20,SME Loan,Married,House,114000,Full-time,220,60,4000,83.81210299669017,150,68.18,3.51,No,New Customer,,9.4,Expand Farm,2,Approved,1,0
KH00653,KEO Monyka,62,Kandal,2024-04-20,SME Loan,Married,Land,81000,Part-time,370,96,15500,236.843051834386,200,54.05,19.14,Yes,New Customer,,9.0,Loan Consolidation,3,Rejected,0,1
KH00655,VUTHY Nita,50,Phnom Penh,2025-05-26,SME Loan,Single,House,141000,Part-time,640,84,21500,359.1511781068534,0,0.0,15.25,No,New Customer,,8.4,Refinance,4,Approved,1,0
KH00656,CHEAB Chhim,49,Phnom Penh,2024-06-25,SME Loan,Single,Car,11000,Full-time,1280,72,36500,656.1220409380942,200,15.62,331.82,No,Existing Customer,Loan,10.2,Buy land,3,Rejected,0,0
KH00658,DOUK Chhim,36,Kandal,2024-11-22,SME Loan,Married,House,49500,Self-employed,310,72,8000,144.60166443333847,0,0.0,16.16,Yes,Existing Customer,KHQR,7.4,Expanding Business,4,Approved,1,1
KH00661,KEO Darlin,44,Battambang,2024-01-29,SME Loan,Married,House,78500,Full-time,810,72,22000,396.5618177019778,0,0.0,28.03,No,Existing Customer,Loan,7.4,Buy land,4,Approved,1,0
KH00662,HUL Kim,54,Battambang,2024-04-19,SME Loan,Married,Land,97500,Full-time,340,60,7500,157.88072972688434,300,88.24,7.69,Yes,New Customer,,8.0,Loan Consolidation,5,Rejected,0,1
KH00663,KEO Pheakdey,58,Phnom Penh,2024-09-17,SME Loan,Married,House,183500,Part-time,310,60,11000,224.6230121611897,150,48.39,5.99,No,Existing Customer,Card,6.8,Expand Farm,3,Rejected,0,0
KH00665,SOPHEAP Virakvong,62,Prey Veng,2025-07-21,SME Loan,Married,House,230000,Self-employed,320,36,5000,159.93112323557688,250,78.12,2.17,No,New Customer,,8.0,Expand Farm,1,Rejected,0,0
KH00667,THAY Sophea,32,Kampot,2025-01-16,SME Loan,Divorce,House,76500,Full-time,570,96,36000,534.9075323691757,250,43.86,47.06,Yes,Existing Customer,Loan,7.7,Loan Consolidation,4,Approved,1,1
KH00668,SOY Mao,45,Kandal,2025-02-06,SME Loan,Single,House,59000,Full-time,390,48,7000,171.5483813332953,150,38.46,11.86,Yes,Existing Customer,Card,6.5,Refinance,3,Approved,1,1
KH00671,SING Morokot,51,Kampot,2024-11-30,SME Loan,Single,House,57500,Self-employed,120,84,2000,32.17815652007691,0,0.0,3.48,Yes,Existing Customer,Loan,9.1,Buy land,4,Approved,1,1
KH00672,DARA Sakada,52,Phnom Penh,2024-09-17,SME Loan,Divorce,Car,22500,Part-time,320,60,6500,136.82996576329975,250,78.12,28.89,Yes,New Customer,,8.1,Expand Farm,5,Approved,1,1
KH00677,KHUN Chealong,54,Phnom Penh,2025-02-23,SME Loan,Married,Car,39500,Full-time,940,96,53500,806.1670700711775,0,0.0,135.44,No,New Customer,,10.9,Expand Farm,4,Rejected,0,0
KH00679,THY Sophea,60,Phnom Penh,2025-03-21,SME Loan,Married,House,113000,Self-employed,1540,60,38000,774.1453627905433,550,35.71,33.63,Yes,Existing Customer,Card,6.7,Refinance,3,Rejected,0,1
KH00681,CHEAN Darlin,27,Phnom Penh,2024-11-11,SME Loan,Single,House,404500,Unemployed,170,36,3500,110.16231018505736,100,58.82,0.87,Yes,Existing Customer,Deposit,8.2,Expand Farm,4,Rejected,0,1
KH00683,KHUN Vanna,48,Phnom Penh,2024-10-18,SME Loan,Single,House,100000,Part-time,230,48,3000,73.80335529118949,100,43.48,3.0,Yes,Existing Customer,Card,8.3,Refinance,3,Approved,1,1
KH00686,HUL Leakhena,55,Kandal,2025-10-14,SME Loan,Married,House,137000,Self-employed,380,36,3000,94.9808784129448,250,65.79,2.19,Yes,Existing Customer,Deposit,8.3,Expand Farm,4,Rejected,0,1
KH00687,LIM Pisey,21,Phnom Penh,2025-04-23,SME Loan,Married,Car,21000,Full-time,590,60,23000,469.6662981552149,200,33.9,109.52,Yes,Existing Customer,Deposit,9.0,Expanding Business,4,Approved,1,1
KH00688,SREY Socheata,23,Prey Veng,2025-02-10,SME Loan,Single,House,120500,Part-time,160,48,4500,113.2691306317786,100,62.5,3.73,No,New Customer,,9.4,Buy land,3,Rejected,0,0
KH00689,LIM Sreynich,51,Kandal,2024-03-20,SME Loan,Married,House,79000,Self-employed,300,72,9000,168.5536659954668,250,83.33,11.39,No,New Customer,,8.8,Expand Farm,4,Rejected,0,0
KH00691,BOREY Rakmey,42,Phnom Penh,2025-03-27,SME Loan,Married,Car,49000,Self-employed,450,48,10000,246.9554260750576,350,77.78,20.41,Yes,Existing Customer,KHQR,7.1,Loan Consolidation,3,Rejected,0,1
KH00696,CHAI Yim,32,Kampot,2025-03-26,SME Loan,Divorce,Land,400000,Full-time,320,60,12500,261.9128218646568,250,78.12,3.12,No,New Customer,,8.0,Refinance,4,Approved,1,0
KH00699,DARA Sreynich,40,Battambang,2024-07-24,SME Loan,Married,Car,33500,Self-employed,1040,108,57000,799.4017664993484,0,0.0,170.15,Yes,New Customer,,11.1,Loan Consolidation,3,Rejected,0,1
KH00701,SREY Chhim,49,Phnom Penh,2024-04-19,SME Loan,Single,House,610500,Self-employed,210,36,2500,79.61573593763681,100,47.62,0.41,No,New Customer,,9.2,Expanding Business,5,Rejected,0,0
KH00703,HORN Chea,45,Kandal,2024-11-17,SME Loan,Single,House,39500,Self-employed,920,72,21500,387.54904911784195,350,38.04,54.43,Yes,Existing Customer,KHQR,7.4,Refinance,5,Approved,1,1
KH00705,MAO Sreypov,32,Phnom Penh,2025-11-26,SME Loan,Single,Land,535000,Full-time,770,48,14500,353.9873739517891,0,0.0,2.71,Yes,Existing Customer,Card,6.6,Loan Consolidation,3,Approved,1,1
KH00706,DARA Pheakdey,61,Kandal,2025-08-27,SME Loan,Married,House,30000,Self-employed,560,96,21000,322.00071661537453,300,53.57,70.0,Yes,New Customer,,9.3,Expanding Business,3,Rejected,0,1
KH00708,PRAK Chamrouen,57,Siem Reap,2025-08-10,SME Loan,Married,Car,50500,Full-time,690,96,17000,258.86119398909256,200,28.99,33.66,Yes,New Customer,,8.4,Loan Consolidation,4,Approved,1,1
KH00711,LIM Rakmey,53,Kandal,2025-08-25,SME Loan,Single,House,64500,Self-employed,540,84,21000,341.0766193254528,250,46.3,32.56,Yes,Existing Customer,Card,7.7,Expand Farm,5,Rejected,0,1
KH00715,JONH Sophea,29,Siem Reap,2024-10-07,SME Loan,Single,House,62500,Full-time,1210,48,18000,446.22331163542935,0,0.0,28.8,Yes,New Customer,,7.6,Refinance,5,Approved,1,1
KH00716,PISETH Leng,58,Phnom Penh,2024-10-31,SME Loan,Single,House,213000,Self-employed,570,72,16000,297.22089056303986,0,0.0,7.51,No,New Customer,,8.5,Expand Farm,5,Rejected,0,0
KH00720,SOPHEAP Virakvong,51,Phnom Penh,2025-04-21,SME Loan,Married,House,100000,Full-time,420,84,15000,245.1597252194784,300,71.43,15.0,Yes,Existing Customer,Deposit,7.8,Refinance,5,Approved,1,1
KH00724,MAO Chea,41,Phnom Penh,2025-02-07,SME Loan,Divorce,House,118500,Self-employed,360,96,13000,195.20654237498496,300,83.33,10.97,Yes,Existing Customer,KHQR,8.0,Expanding Business,5,Rejected,0,1
KH00725,RY Mao,46,Phnom Penh,2025-12-27,SME Loan,Married,House,100000,Self-employed,340,72,14000,263.617674634601,300,88.24,14.0,Yes,New Customer,,8.9,Loan Consolidation,4,Rejected,0,1
KH00728,THY Dyna,29,Kampong Cham,2025-12-12,SME Loan,Married,Land,49000,Part-time,200,36,3000,94.42483730147774,150,75.0,6.12,No,Existing Customer,Loan,8.7,Expand Farm,5,Approved,1,0
KH00729,SOK Chea,35,Siem Reap,2025-02-08,SME Loan,Divorce,House,101000,Part-time,180,48,3000,73.94491007650716,100,55.56,2.97,No,Existing Customer,KHQR,8.4,Buy land,3,Rejected,0,0
KH00732,SOY Thyda,29,Phnom Penh,2025-09-12,SME Loan,Single,House,317500,Part-time,3020,84,69500,1157.3765017753658,0,0.0,21.89,Yes,New Customer,,8.4,Refinance,3,Approved,1,1
KH00734,SREY Kimheng,61,Phnom Penh,2024-02-12,SME Loan,Single,Land,5336500,Self-employed,1590,60,30000,624.2076606389426,500,31.45,0.56,Yes,New Customer,,7.5,Buy land,3,Rejected,0,1
KH00735,DOUK Yim,42,Siem Reap,2024-07-16,SME Loan,Married,House,134500,Full-time,1190,36,14000,440.001959090923,200,16.81,10.41,No,Existing Customer,Card,6.5,Refinance,5,Approved,1,0
KH00738,CHEAB Mao,63,Phnom Penh,2025-12-01,SME Loan,Single,Car,16000,Full-time,920,84,54500,876.8547651720959,0,0.0,340.62,Yes,Existing Customer,Deposit,10.2,Buy land,3,Rejected,0,1
KH00742,MAO Virakroth,50,Battambang,2024-10-31,SME Loan,Single,Land,31000,Self-employed,330,84,9000,148.01928676556844,200,60.61,29.03,Yes,Existing Customer,KHQR,7.9,Expand Farm,3,Rejected,0,1
KH00743,HOUEN Leakhena,61,Phnom Penh,2025-01-17,SME Loan,Married,House,100000,Full-time,840,96,34500,523.5086613742507,300,35.71,34.5,Yes,New Customer,,8.5,Loan Consolidation,4,Approved,1,1
KH00748,SING Socheata,49,Battambang,2024-01-01,SME Loan,Single,Land,205500,Full-time,200,84,7000,113.6922064418176,100,50.0,3.41,Yes,Existing Customer,Loan,8.0,Refinance,5,Approved,1,1
KH00750,TAI Virakroth,34,Kampong Cham,2025-02-09,SME Loan,Married,House,71000,Self-employed,240,72,9500,171.71447651458945,0,0.0,13.38,Yes,Existing Customer,Loan,7.3,Loan Consolidation,3,Rejected,0,1
KH00755,DARA Vanna,40,Phnom Penh,2025-05-29,SME Loan,Single,House,251000,Part-time,790,72,29500,528.8298499418546,0,0.0,11.75,No,Existing Customer,KHQR,7.5,Expanding Business,4,Approved,1,0
KH00756,CHEAB Sreynit,47,Phnom Penh,2024-12-06,SME Loan,Single,Car,50000,Self-employed,690,72,13500,252.14597182595423,300,43.48,27.0,Yes,New Customer,,8.6,Refinance,4,Rejected,0,1
KH00758,CHAN Pisey,43,Phnom Penh,2025-08-08,SME Loan,Single,Car,21500,Full-time,2450,96,100500,1525.003491829339,0,0.0,467.44,Yes,New Customer,,10.7,Loan Consolidation,5,Rejected,0,1
KH00760,Y Leakhena,53,Phnom Penh,2025-08-02,SME Loan,Single,House,302000,Full-time,1440,72,39000,724.4759207474096,0,0.0,12.91,Yes,New Customer,,8.5,Loan Consolidation,4,Approved,1,1
KH00761,MEAS Chhay,43,Prey Veng,2025-01-17,SME Loan,Married,Land,165500,Full-time,1200,108,67500,910.5726410883094,0,0.0,40.79,Yes,Existing Customer,Card,7.3,Expand Farm,3,Approved,1,1
KH00769,CHAN Pisey,37,Kampong Cham,2025-11-24,SME Loan,Single,Land,159000,Full-time,550,84,32500,544.589626221203,250,45.45,20.44,No,New Customer,,8.6,Loan Consolidation,3,Approved,1,0
KH00776,DARA Ratana,57,Phnom Penh,2025-03-18,SME Loan,Single,Land,1674000,Self-employed,750,84,36000,582.8674679909708,450,60.0,2.15,No,Existing Customer,Deposit,8.0,Buy land,3,Rejected,0,0
KH00777,DOUK Sokhea,51,Phnom Penh,2024-10-13,SME Loan,Married,Car,51500,Full-time,580,72,17000,307.2785369208442,250,43.1,33.01,No,Existing Customer,Deposit,8.0,Buy land,1,Approved,1,0
KH00779,KRY Rakmey,54,Siem Reap,2025-01-09,SME Loan,Married,House,58000,Full-time,530,60,7500,151.3560960382947,0,0.0,12.93,Yes,Existing Customer,Card,6.6,Expanding Business,5,Approved,1,1
KH00780,THAY Bunthai,44,Phnom Penh,2025-11-19,SME Loan,Married,Car,22500,Full-time,1150,72,53500,999.2451476065596,450,39.13,237.78,Yes,New Customer,,10.9,Expand Farm,1,Rejected,0,1
KH00781,DOUK Soklin,36,Siem Reap,2024-04-01,SME Loan,Single,Land,63500,Self-employed,290,96,12000,175.8024392843146,0,0.0,18.9,Yes,Existing Customer,Card,7.7,Loan Consolidation,3,Rejected,0,1
KH00782,JONH Chhim,32,Kandal,2024-05-01,SME Loan,Single,Car,30000,Full-time,290,72,11000,202.12401930700463,200,68.97,36.67,Yes,Existing Customer,Deposit,7.9,Buy land,4,Approved,1,1
KH00784,JONH Sreypov,21,Phnom Penh,2024-11-11,SME Loan,Married,House,151500,Unemployed,160,36,3000,94.56366337256506,100,62.5,1.98,Yes,Existing Customer,Card,8.5,Expand Farm,5,Rejected,0,1
KH00787,SENG Sreypov,28,Siem Reap,2024-01-21,SME Loan,Married,Car,40000,Part-time,300,84,17000,278.7190565135816,200,66.67,42.5,Yes,Existing Customer,Card,8.2,Refinance,3,Rejected,0,1
KH00790,JONH Pisey,38,Siem Reap,2025-02-06,SME Loan,Married,House,366000,Self-employed,710,84,20000,324.83487554805026,300,42.25,5.46,Yes,Existing Customer,Card,7.8,Expanding Business,4,Rejected,0,1
KH00791,JONH Ly,54,Kampot,2025-05-15,SME Loan,Single,House,54000,Part-time,460,84,13500,217.20255651051917,0,0.0,25.0,Yes,Existing Customer,Loan,7.3,Buy land,5,Approved,1,1
KH00792,UM Borany,27,Siem Reap,2024-01-19,SME Loan,Married,House,44500,Full-time,230,108,12500,180.07044950465092,200,86.96,28.09,Yes,New Customer,,8.9,Refinance,4,Rejected,0,1
KH00793,SOPHEAP Chamrouen,47,Phnom Penh,2024-04-02,SME Loan,Single,Car,34500,Unemployed,320,48,4500,111.12994173377592,250,78.12,13.04,No,Existing Customer,Card,8.5,Expand Farm,5,Rejected,0,0
KH00795,CHAN Virakvong,33,Kandal,2025-02-25,SME Loan,Married,House,121500,Full-time,980,36,21500,682.6940541029343,0,0.0,17.7,Yes,New Customer,,7.4,Buy land,5,Approved,1,1
KH00796,RY Morokot,43,Kampot,2025-06-03,SME Loan,Single,House,150500,Full-time,250,36,5000,158.99866329970226,0,0.0,3.32,No,New Customer,,7.7,Loan Consolidation,5,Approved,1,0
KH00797,CHAI Kimheng,29,Battambang,2024-05-20,SME Loan,Married,House,82000,Full-time,460,48,8500,209.5105785501036,400,86.96,10.37,Yes,Existing Customer,Card,7.1,Expanding Business,2,Rejected,0,1
KH00798,SREY Leakhena,41,Phnom Penh,2025-02-17,SME Loan,Married,House,230000,Full-time,790,72,23500,423.60012345438537,0,0.0,10.22,Yes,Existing Customer,Deposit,7.4,Loan Consolidation,4,Approved,1,1
KH00799,LIN Leakhena,43,Kampong Cham,2024-11-19,SME Loan,Married,Land,283500,Full-time,370,48,15500,379.1282915612011,0,0.0,5.47,Yes,Existing Customer,Card,6.4,Buy land,5,Approved,1,1
KH00802,DOUK Sakada,50,Kampot,2024-02-23,SME Loan,Married,House,260500,Full-time,700,72,24000,438.5925795188663,400,57.14,9.21,Yes,Existing Customer,KHQR,7.8,Refinance,3,Approved,1,1
KH00808,PISETH Leng,49,Battambang,2025-01-01,SME Loan,Married,Land,206500,Unemployed,330,60,13000,267.3418969645677,250,75.76,6.3,Yes,Existing Customer,Loan,7.1,Buy land,5,Rejected,0,1
KH00810,HENG Dyna,27,Phnom Penh,2025-08-24,SME Loan,Married,Land,5009500,Part-time,280,84,11000,185.46740463590444,200,71.43,0.22,No,New Customer,,8.9,Expanding Business,4,Rejected,0,0
KH00811,HOUEN Sakada,35,Kampot,2025-02-16,SME Loan,Married,House,76000,Self-employed,100,48,2500,62.56934124065008,100,100.0,3.29,No,New Customer,,9.7,Expand Farm,3,Rejected,0,0
KH00812,CHAN Nita,57,Siem Reap,2024-11-17,SME Loan,Married,House,64000,Full-time,610,48,14500,356.71621724074924,250,40.98,22.66,Yes,Existing Customer,Loan,6.9,Loan Consolidation,5,Approved,1,1
KH00814,HUL Chealong,60,Battambang,2025-04-14,SME Loan,Married,Land,105500,Full-time,310,72,11500,209.58405420413433,150,48.39,10.9,No,Existing Customer,KHQR,7.8,Buy land,5,Approved,1,0
KH00824,LUN Chamrouen,64,Prey Veng,2024-11-09,SME Loan,Married,House,162000,Full-time,340,60,14500,296.09397057611375,150,44.12,8.95,Yes,Existing Customer,KHQR,6.8,Expanding Business,5,Approved,1,1
KH00827,DOUK Sokhea,29,Battambang,2024-03-12,SME Loan,Married,House,128000,Full-time,260,108,14500,197.141537499065,150,57.69,11.33,Yes,Existing Customer,Loan,8.0,Expanding Business,4,Approved,1,1
KH00828,LIM Sokhea,33,Phnom Penh,2024-05-29,SME Loan,Married,House,218500,Full-time,800,36,15500,492.89585622907697,0,0.0,7.09,Yes,New Customer,,7.5,Buy land,3,Approved,1,1
KH00830,LIN Sokha,39,Kampong Cham,2025-03-13,SME Loan,Married,House,229500,Full-time,310,60,4500,92.97640592276706,0,0.0,1.96,No,New Customer,,9.0,Refinance,5,Approved,1,0
KH00833,RIM Danuch,45,Phnom Penh,2024-10-10,SME Loan,Single,Land,7000000,Full-time,820,84,18000,292.3513879932453,450,54.88,0.26,Yes,Existing Customer,Loan,7.6,Loan Consolidation,4,Approved,1,1
KH00834,THY Virakvong,35,Prey Veng,2024-07-06,SME Loan,Married,House,101500,Self-employed,280,84,7500,125.28529468843723,150,53.57,7.39,No,New Customer,,8.9,Expanding Business,4,Rejected,0,0
KH00836,Y Virakroth,43,Prey Veng,2025-04-27,SME Loan,Single,House,208000,Self-employed,820,108,42000,600.4403745955235,450,54.88,20.19,Yes,New Customer,,8.9,Refinance,5,Rejected,0,1
KH00837,KRY Sreynit,36,Phnom Penh,2025-02-25,SME Loan,Single,House,119500,Part-time,260,96,9500,144.1545589291415,100,38.46,7.95,No,New Customer,,8.6,Refinance,5,Approved,1,0
KH00838,DOUK Sokhea,28,Kampong Cham,2025-08-21,SME Loan,Married,Car,32500,Self-employed,280,48,7000,170.23405534284066,0,0.0,21.54,Yes,Existing Customer,Loan,6.6,Refinance,1,Rejected,0,1
KH00846,MAO Soklin,45,Siem Reap,2025-05-30,SME Loan,Married,House,68500,Part-time,450,36,5000,160.1647487039101,300,66.67,7.3,No,New Customer,,8.1,Expand Farm,5,Approved,1,0
KH00847,TAI David,35,Kampong Cham,2025-12-25,SME Loan,Married,Land,211000,Full-time,650,72,22500,404.4587923590992,0,0.0,10.66,Yes,Existing Customer,Card,7.3,Loan Consolidation,4,Approved,1,1
KH00852,VANNA Chealong,57,Phnom Penh,2025-08-13,SME Loan,Married,House,100000,Unemployed,210,60,9000,188.5772317425529,100,47.62,9.0,No,New Customer,,8.0,Loan Consolidation,3,Rejected,0,0
KH00853,THAY Borany,32,Kandal,2024-08-23,SME Loan,Single,Land,207000,Part-time,220,36,3500,110.64863128911688,150,68.18,1.69,Yes,Existing Customer,KHQR,8.3,Expanding Business,4,Approved,1,1
KH00855,PHEACH Sakada,21,Kampot,2024-07-05,SME Loan,Married,House,58000,Part-time,310,48,3500,86.10391450638774,200,64.52,6.03,Yes,Existing Customer,KHQR,8.6,Expand Farm,3,Approved,1,1
KH00858,VUTHY Vuthy,31,Phnom Penh,2025-08-16,SME Loan,Married,House,100000,Full-time,700,36,14500,455.7163147727417,400,57.14,14.5,No,Existing Customer,KHQR,7.0,Expanding Business,3,Approved,1,0
KH00860,SENG Bunthai,42,Battambang,2025-11-12,SME Loan,Married,Car,45500,Self-employed,280,84,7000,115.8469215412975,0,0.0,15.38,Yes,New Customer,,8.6,Refinance,3,Rejected,0,1
KH00861,MAO Leakhena,35,Battambang,2025-05-10,SME Loan,Married,Land,267500,Self-employed,250,48,7500,188.0655714201412,150,60.0,2.8,No,New Customer,,7.9,Buy land,4,Rejected,0,0
KH00864,DARA Ratana,55,Phnom Penh,2024-06-10,SME Loan,Married,House,291000,Self-employed,140,108,3000,41.26751924203684,100,71.43,1.03,Yes,Existing Customer,Loan,9.5,Refinance,3,Rejected,0,1
KH00866,Y Chealong,33,Phnom Penh,2024-07-13,SME Loan,Married,House,409000,Full-time,1450,84,63000,1013.6119303824228,350,24.14,15.4,Yes,Existing Customer,KHQR,7.7,Loan Consolidation,5,Approved,1,1
KH00868,THAY Thyda,42,Phnom Penh,2024-09-16,SME Loan,Married,Land,1994000,Self-employed,830,96,27000,411.1324845709117,300,36.14,1.35,No,New Customer,,8.5,Expand Farm,4,Rejected,0,0
KH00870,LIN Chealong,52,Phnom Penh,2025-03-02,SME Loan,Married,Car,63000,Full-time,700,36,14500,454.3772991907514,0,0.0,23.02,Yes,Existing Customer,KHQR,6.6,Loan Consolidation,2,Approved,1,1
KH00871,VANNA Darlin,39,Phnom Penh,2025-08-28,SME Loan,Single,Car,40500,Part-time,580,36,11000,351.33494418425164,250,43.1,27.16,Yes,New Customer,,7.8,Buy land,5,Approved,1,1
KH00873,THY Virakvong,55,Kampong Cham,2024-12-26,SME Loan,Married,House,90000,Self-employed,180,84,7000,113.6922064418176,150,83.33,7.78,No,Existing Customer,Deposit,8.0,Expanding Business,3,Rejected,0,0
KH00876,HENG Leakhena,40,Battambang,2024-06-29,SME Loan,Married,House,97500,Full-time,240,60,6000,126.01116785829426,200,83.33,6.15,No,New Customer,,8.1,Expand Farm,3,Rejected,0,0
KH00884,KRY Nary,29,Phnom Penh,2025-01-31,SME Loan,Married,House,338500,Part-time,700,36,13500,423.6639919836916,350,50.0,3.99,Yes,Existing Customer,KHQR,6.6,Buy land,5,Approved,1,1
KH00886,THY Sreypov,33,Phnom Penh,2025-10-07,SME Loan,Married,Car,79500,Unemployed,650,96,36000,552.0012284834993,300,46.15,45.28,Yes,New Customer,,8.9,Buy land,3,Rejected,0,1
KH00894,PISETH Ly,28,Battambang,2024-03-17,SME Loan,Married,House,120000,Full-time,830,60,33500,679.2592086618641,0,0.0,27.92,Yes,Existing Customer,Loan,6.4,Expand Farm,5,Approved,1,1
KH00897,THAY Sreynit,32,Kampong Cham,2024-03-02,SME Loan,Married,Land,177500,Part-time,120,108,4500,64.08742864172906,50,41.67,2.54,No,New Customer,,10.1,Loan Consolidation,5,Rejected,0,0
KH00898,DOUK Chamrouen,49,Kandal,2024-09-12,SME Loan,Single,House,96000,Full-time,460,36,9500,300.7727816409918,300,65.22,9.9,Yes,Existing Customer,Deposit,7.0,Expanding Business,3,Approved,1,1
KH00899,THY Ly,55,Kandal,2025-09-19,SME Loan,Married,Land,56500,Full-time,250,60,6000,124.55013135812322,0,0.0,10.62,Yes,New Customer,,7.3,Expand Farm,3,Approved,1,1
KH00901,CHAN Darlin,45,Battambang,2025-08-26,SME Loan,Married,Land,154000,Part-time,270,60,5500,111.5201685862762,100,37.04,3.57,No,Existing Customer,KHQR,6.6,Expanding Business,4,Approved,1,0
KH00902,Y Chamrouen,43,Battambang,2025-02-01,SME Loan,Single,Land,209000,Part-time,110,60,5000,102.3418441208748,50,45.45,2.39,Yes,Existing Customer,Deposit,6.7,Expanding Business,4,Approved,1,1
KH00906,KHUN Vuthy,22,Kandal,2025-07-11,SME Loan,Divorce,Car,50000,Full-time,640,60,22000,449.2460243223794,300,46.88,44.0,No,Existing Customer,Loan,6.8,Expanding Business,5,Approved,1,0
KH00913,HONG Vanna,57,Kandal,2025-08-09,SME Loan,Single,House,98000,Part-time,190,84,8500,138.92384429103777,100,52.63,8.67,Yes,Existing Customer,Card,7.7,Buy land,5,Approved,1,1
KH00915,DOUK Sreynit,39,Kandal,2024-09-17,SME Loan,Married,Car,63000,Self-employed,590,96,22000,331.5079540479608,0,0.0,34.92,No,New Customer,,8.4,Expanding Business,3,Rejected,0,0
KH00917,JONH Ratana,27,Kampot,2025-01-28,SME Loan,Single,Land,30000,Full-time,490,60,15000,315.7614594537687,350,71.43,50.0,No,New Customer,,8.0,Expanding Business,4,Approved,1,0
